Variable;Position;Label;Measurement Level;Role;Column Width;Alignment;Print Format;Write Format
W1_Q14;264;Geschaetzte Dauer der Krise;Nominal;Input;8;Right;F19;F19
W1_Q15;265;Gesundheitszustand;Nominal;Input;8;Right;F17;F17
W1_Q17;266;Corona-Diagnose: Respondent;Nominal;Input;8;Right;F40;F40
W1_Q18;267;Corona positiv: Wieder genesen?;Nominal;Input;8;Right;F12;F12
W1_Q19A1;268;Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W1_Q20;269;Corona-Diagnose: Direkter persoenlicher Kontakt;Nominal;Input;8;Right;F40;F40
W1_Q21A1;270;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W1_Q22A1;271;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person);Nominal;Input;8;Right;F8;F8
W1_Q23A1;272;Auswirkungen: Vergesse Wochentag;Nominal;Input;8;Right;F27;F27
W1_Q23A2;273;Auswirkungen: Fehlt Kontakt;Nominal;Input;8;Right;F27;F27
W1_Q23A3;274;Auswirkungen: Dinge tun, fuer die sonst keine Zeit;Nominal;Input;8;Right;F27;F27
W1_Q23A4;275;Auswirkungen: Konflikte in Beziehung/Familie;Nominal;Input;8;Right;F27;F27
W1_Q24A1;276;Aussage: Kinderbetreuung stellt Problem dar;Nominal;Input;8;Right;F27;F27
W1_Q25A1;277;Depressivitaet: ruhig und gelassen;Nominal;Input;8;Right;F18;F18
W1_Q25A2;278;Depressivitaet: einsam;Nominal;Input;8;Right;F18;F18
W1_Q25A3;279;Depressivitaet: aergerlich;Nominal;Input;8;Right;F18;F18
W1_Q25A4;280;Depressivitaet: so niedergeschlagen;Nominal;Input;8;Right;F18;F18
W1_Q25A5;281;Depressivitaet: gluecklich;Nominal;Input;8;Right;F18;F18
W1_Q25A6;282;Depressivitaet: sehr nervoes;Nominal;Input;8;Right;F18;F18
W1_Q25A7;283;Depressivitaet: aengstlich;Nominal;Input;8;Right;F18;F18
W1_Q25A8;284;Depressivitaet: bedrueckt und traurig;Nominal;Input;8;Right;F18;F18
W1_Q25A9;285;Depressivitaet: voller Energie;Nominal;Input;8;Right;F18;F18
W1_Q26A1;286;Zuhause verlassen: Arbeit;Nominal;Input;8;Right;F18;F18
W1_Q26A2;287;Zuhause verlassen: Sport;Nominal;Input;8;Right;F18;F18
W1_Q26A3;288;Zuhause verlassen: Freunde oder Verwandte treffen;Nominal;Input;8;Right;F18;F18
W1_Q26A4;289;Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe;Nominal;Input;8;Right;F18;F18
W1_Q26A5;290;Zuhause verlassen: Essen einkaufen;Nominal;Input;8;Right;F18;F18
W1_Q26A6;291;Zuhause verlassen: Haustier ausfuehren;Nominal;Input;8;Right;F18;F18
W1_Q26A7;292;Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen;Nominal;Input;8;Right;F18;F18
W1_Q26A8;293;Zuhause verlassen: Andere Gruende;Nominal;Input;8;Right;F18;F18
W1_Q27A1;294;Wie viele Oesterreicher denken: Geschaefte sollen geschlossen bleiben (Prozent);Scale;Input;8;Right;F8;F8
W1_Q27A2;295;Wie viele Oesterreicher denken: Menschen muessen Zuhause bleiben (Prozent);Scale;Input;8;Right;F8;F8
W1_Q27A3;296;Wie viele Oesterreicher denken: Nicht-Einhaltung sollte bestraft werden (Proz.);Scale;Input;8;Right;F8;F8
W1_Q28A1;297;Chance: Zusammenhalt hat sich erhoeht;Nominal;Input;8;Right;F27;F27
W1_Q28A2;298;Chance: Gut fuer Umwelt und Klima;Nominal;Input;8;Right;F27;F27
W1_Q29A1;299;Vertrauen: ORF;Nominal;Input;8;Right;F29;F29
W1_Q29A2;300;Vertrauen: Polizei;Nominal;Input;8;Right;F29;F29
W1_Q29A3;301;Vertrauen: Parlament;Nominal;Input;8;Right;F29;F29
W1_Q29A4;302;Vertrauen: Gesundheitswesen;Nominal;Input;8;Right;F29;F29
W1_Q29A5;303;Vertrauen: Bundesregierung;Nominal;Input;8;Right;F29;F29
W1_Q29A6;304;Vertrauen: Bundesheer;Nominal;Input;8;Right;F29;F29
W1_Q30A1;305;Ueberwachung: per Video ueberwachen;Nominal;Input;8;Right;F40;F40
W1_Q30A2;306;Ueberwachung: Informationen sammeln ohne Wissen;Nominal;Input;8;Right;F40;F40
W1_Q30A3;307;Ueberwachung: per Handyortung aufspueren;Nominal;Input;8;Right;F40;F40
W1_Q30A4;308;Ueberwachung: behoerdliche Schliessung;Nominal;Input;8;Right;F40;F40
W1_Q30A5;309;Ueberwachung: Ausgangssperren;Nominal;Input;8;Right;F40;F40
W1_Q30A6;310;Ueberwachung: Nicht-Einhaltung bestrafen;Nominal;Input;8;Right;F40;F40
W1_Q30A7;311;Ueberwachung: App;Nominal;Input;8;Right;F40;F40
W1_Q31;312;Demokratiezufriedenheit: Oesterreich;Nominal;Input;8;Right;F20;F20
W1_Q32A1;313;Politische Entscheidungen: Experten sollten entscheiden;Nominal;Input;8;Right;F27;F27
W1_Q32A2;314;Politische Entscheidungen: Massnahmen obwohl Mehrheit dagegen;Nominal;Input;8;Right;F27;F27
W1_Q32A3;315;Politische Entscheidungen: Entscheidungen Folge leisten;Nominal;Input;8;Right;F27;F27
W1_Q32A4;316;Politische Entscheidungen: Gesundheit hat Vorrang vor Wirtschaft;Nominal;Input;8;Right;F27;F27
W1_Q32A5;317;Politische Entscheidungen: Vorbereitungen noetig auch wenn hohe Kosten;Nominal;Input;8;Right;F27;F27
W1_Q32A6;318;Politische Entscheidungen: Unternehmen staerken anstatt Arbeitnehmer;Nominal;Input;8;Right;F27;F27
W1_Q33A1;319;Aussage: Akzeptabel hoehere Steuern zu zahlen;Nominal;Input;8;Right;F27;F27
W1_Q33A2;320;Aussage: Lebensweise aendern;Nominal;Input;8;Right;F27;F27
W1_Q33A3;321;Aussage: Wichtigeres als Corona im Leben;Nominal;Input;8;Right;F27;F27
W1_Q33A4;322;Aussage: Behauptungen ueber Corona uebertrieben;Nominal;Input;8;Right;F27;F27
W1_Q33A5;323;Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung;Nominal;Input;8;Right;F27;F27
W1_Q34;324;Zufriedenheit Bundesregierung: Bilanz;Nominal;Input;8;Right;F20;F20
W1_Q36A1;325;Arbeitsstunden: Jetzt pro Woche;Scale;Input;8;Right;F8;F8
W1_Q40A1;326;Aenderung berufliche Situation: Home-Office;Nominal;Input;8;Right;F13;F13
W1_Q40A2;327;Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub;Nominal;Input;8;Right;F13;F13
W1_Q40A3;328;Aenderung berufliche Situation: Kuendigung;Nominal;Input;8;Right;F13;F13
W1_Q40A4;329;Aenderung berufliche Situation: Stundenaufstockung;Nominal;Input;8;Right;F13;F13
W1_Q40A5;330;Aenderung berufliche Situation: Kurzarbeit;Nominal;Input;8;Right;F13;F13
W1_Q40A6;331;Aenderung berufliche Situation: Arbeitslosenunterstuetzung;Nominal;Input;8;Right;F13;F13
W1_Q40A7;332;Aenderung berufliche Situation: Geld aus Haertefonds;Nominal;Input;8;Right;F13;F13
W1_Q40A8;333;Aenderung berufliche Situation: aws-Kredit;Nominal;Input;8;Right;F13;F13
W1_Q40A9;334;Aenderung berufliche Situation: Sozialhilfe;Nominal;Input;8;Right;F13;F13
W1_Q40A10;335;Aenderung berufliche Situation: keine Aenderung;Nominal;Input;8;Right;F13;F13
W1_Q40A11;336;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W1_Q45;337;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W1_Q46A1;338;Auszahlung Unterstuetzung: unbuerokratisch, rechtzeitig (Kurzarbeit,etc.);Nominal;Input;8;Right;F27;F27
W1_Q47A1;339;Auszahlung Unterstuetzung: unbuerokratisch und schnell;Nominal;Input;8;Right;F27;F27
W1_Q48A1;340;Finanzielles Auskommen: im Vergleich zu letzter Woche;Nominal;Input;8;Right;F20;F20
W1_Q48A2;341;Finanzielles Auskommen: im Vergleich zu naechster Woche;Nominal;Input;8;Right;F20;F20
W1_Q49;342;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
W1_Q50A1;343;Wahrscheinlichkeit: Wieder Arbeit zu finden;Nominal;Input;8;Right;F8;F8
W1_Q51A1;344;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W1_Q52A1;345;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W1_Q53A1;346;Mediennutzung: Kronen Zeitung oder www.krone.at;Nominal;Input;8;Right;F21;F21
W1_Q53A2;347;Mediennutzung: Der Standard oder derstandard.at;Nominal;Input;8;Right;F21;F21
W1_Q53A3;348;Mediennutzung: Die Presse oder diepresse.com;Nominal;Input;8;Right;F21;F21
W1_Q53A4;349;Mediennutzung: Oesterreich oder oe24.at;Nominal;Input;8;Right;F21;F21
W1_Q53A5;350;Mediennutzung: Kurier oder kurier.at;Nominal;Input;8;Right;F21;F21
W1_Q53A6;351;Mediennutzung: Salzburger Nachrichten oder salzburg.at;Nominal;Input;8;Right;F21;F21
W1_Q53A7;352;Mediennutzung: Sonstige oesterreichische Tageszeitungen;Nominal;Input;8;Right;F21;F21
W1_Q54A1;353;Mediennutzung: ORF (Nachrichten);Nominal;Input;8;Right;F21;F21
W1_Q54A2;354;Mediennutzung: Privatfernsehen (Nachrichten);Nominal;Input;8;Right;F21;F21
W1_Q55A1;355;Soziale Medien: Facebook;Nominal;Input;8;Right;F21;F21
W1_Q55A2;356;Soziale Medien: Twitter;Nominal;Input;8;Right;F21;F21
W1_Q55A3;357;Soziale Medien: Instagram;Nominal;Input;8;Right;F21;F21
W1_Q55A4;358;Soziale Medien: Youtube;Nominal;Input;8;Right;F21;F21
W1_Q55A5;359;Soziale Medien: WhatsApp;Nominal;Input;8;Right;F21;F21
W1_Q56A1;360;Soziale Medien Aktivitaet: Postings zu Corona anderer lesen;Nominal;Input;8;Right;F21;F21
W1_Q56A2;361;Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten;Nominal;Input;8;Right;F21;F21
W1_Q56A3;362;Soziale Medien Aktivitaet: selber Postings zu Corona verfassen;Nominal;Input;8;Right;F21;F21
W1_Q57;363;Risikobereitschaft;Nominal;Input;8;Right;F20;F20
W1_Q58A1;364;Psychologie: habe Leben selbst in der Hand;Nominal;Input;8;Right;F27;F27
W1_Q58A2;365;Psychologie: Belohnung durch Anstrengung;Nominal;Input;8;Right;F27;F27
W1_Q58A3;366;Psychologie: Fremdbestimmung;Nominal;Input;8;Right;F27;F27
W1_Q58A4;367;Psychologie: Schicksal;Nominal;Input;8;Right;F27;F27
W1_Q64;368;Lebenszufriedenheit;Nominal;Input;8;Right;F25;F25
W2_Q10;369;Erwerbstaetigkeit aktuell;Nominal;Input;8;Right;F40;F40
W2_Q11A1;370;Gesundheitliche Gefahr: Fuer mich persoenlich;Nominal;Input;8;Right;F17;F17
W2_Q11A2;371;Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W2_Q12A1;372;Wirtschaftliche Gefahr: Fuer mich persoenlich;Nominal;Input;8;Right;F17;F17
W2_Q12A2;373;Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W2_Q13A1;374;Anzahl der Infizierten (amtlich);Scale;Input;8;Right;F12;F12
W2_Q13A2;375;Anzahl der Infizierten (eigene Einschaetzung);Scale;Input;8;Right;F12;F12
W2_Q14;376;Massnahmen der Regierung: Angemessenheit;Nominal;Input;8;Right;F32;F32
W2_Q15;377;Massnahmen der Regierung: Effektivitaet;Nominal;Input;8;Right;F29;F29
W2_Q16;378;Geschaetzte Dauer der Krise;Nominal;Input;8;Right;F19;F19
W2_Q17;379;Gesundheitszustand;Nominal;Input;8;Right;F17;F17
W2_Q19;380;Corona-Diagnose: Respondent;Nominal;Input;8;Right;F40;F40
W2_Q20;381;Corona positiv: Wieder genesen?;Nominal;Input;8;Right;F12;F12
W2_Q21;382;Corona: Versucht getestet zu werden?;Nominal;Input;8;Right;F40;F40
W2_Q22A1;383;Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W2_Q23;384;Corona-Diagnose: Direkter persoenlicher Kontakt;Nominal;Input;8;Right;F40;F40
W2_Q24A1;385;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W2_Q25A1;386;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person);Nominal;Input;8;Right;F8;F8
W2_Q26A1;387;Rauchverhalten;Nominal;Input;8;Right;F39;F39
W2_Q26A2;388;Alkoholkonsum;Nominal;Input;8;Right;F39;F39
W2_Q27A1;389;Auswirkungen: Vergesse Wochentag;Nominal;Input;8;Right;F27;F27
W2_Q27A2;390;Auswirkungen: Fehlt Kontakt;Nominal;Input;8;Right;F27;F27
W2_Q27A3;391;Auswirkungen: Dinge tun, fuer die sonst keine Zeit;Nominal;Input;8;Right;F27;F27
W2_Q27A4;392;Auswirkungen: Konflikte in Beziehung/Familie;Nominal;Input;8;Right;F27;F27
W2_Q28A1;393;Aussage: Kinderbetreuung stellt Problem dar;Nominal;Input;8;Right;F27;F27
W2_Q29A1;394;Pflegebeduerftige Angehoerige: Ja, in 24h Pflege;Nominal;Input;8;Right;F13;F13
W2_Q29A2;395;Pflegebeduerftige Angehoerige: teilweise Pflege;Nominal;Input;8;Right;F13;F13
W2_Q29A3;396;Pflegebeduerftige Angehoerige: Pflege durch mich selbst;Nominal;Input;8;Right;F13;F13
W2_Q29A4;397;Pflegebeduerftige Angehoerige: Pflege durch Partner/in;Nominal;Input;8;Right;F13;F13
W2_Q29A5;398;Pflegebeduerftige Angehoerige: Nein;Nominal;Input;8;Right;F13;F13
W2_Q29A6;399;Pflegebeduerftige Angehoerige: weiss nicht;Nominal;Input;8;Right;F13;F13
W2_Q29A7;400;Pflegebeduerftige Angehoerige: keine Angabe;Nominal;Input;8;Right;F13;F13
W2_Q30;401;Erwartung 24-Studenpflege aufrechterhalten zu koennen;Nominal;Input;8;Right;F15;F15
W2_Q31;402;Pflege durch Angehoerige;Nominal;Input;8;Right;F25;F25
W2_Q32;403;Beziehung beenden;Nominal;Input;8;Right;F18;F18
W2_Q33A1;404;Reaktion: Meinung fuer sich behalten;Nominal;Input;8;Right;F18;F18
W2_Q33A2;405;Reaktion: Ruhig ausdiskutieren;Nominal;Input;8;Right;F18;F18
W2_Q33A3;406;Reaktion: Laut streiten;Nominal;Input;8;Right;F18;F18
W2_Q33A4;407;Reaktion: Handgreiflich werden;Nominal;Input;8;Right;F18;F18
W2_Q34A1;408;Nutzung: persoenliche aerztliche Betreuung;Nominal;Input;8;Right;F18;F18
W2_Q34A2;409;Nutzung: aerztliche Betreuung durch Telefon/Internet;Nominal;Input;8;Right;F18;F18
W2_Q34A3;410;Nutzung: psychotherapeutische  Dienste;Nominal;Input;8;Right;F18;F18
W2_Q34A4;411;Nutzung: Gesundheitsberatung ueber Hotline 1450;Nominal;Input;8;Right;F18;F18
W2_Q34A5;412;Nutzung: organisierte Einkaufsdienste;Nominal;Input;8;Right;F18;F18
W2_Q34A6;413;Nutzung: private Unterstuetzung beim Einkaufen;Nominal;Input;8;Right;F18;F18
W2_Q34A7;414;Nutzung: Website des Gesundheitsministeriums;Nominal;Input;8;Right;F18;F18
W2_Q34A8;415;Nutzung: Informationen der Bundesregierung;Nominal;Input;8;Right;F18;F18
W2_Q35A1;416;Depressivitaet: ruhig und gelassen;Nominal;Input;8;Right;F18;F18
W2_Q35A2;417;Depressivitaet: einsam;Nominal;Input;8;Right;F18;F18
W2_Q35A3;418;Depressivitaet: aergerlich;Nominal;Input;8;Right;F18;F18
W2_Q35A4;419;Depressivitaet: so niedergeschlagen;Nominal;Input;8;Right;F18;F18
W2_Q35A5;420;Depressivitaet: gluecklich;Nominal;Input;8;Right;F18;F18
W2_Q35A6;421;Depressivitaet: sehr nervoes;Nominal;Input;8;Right;F18;F18
W2_Q35A7;422;Depressivitaet: aengstlich;Nominal;Input;8;Right;F18;F18
W2_Q35A8;423;Depressivitaet: bedrueckt und traurig;Nominal;Input;8;Right;F18;F18
W2_Q35A9;424;Depressivitaet: voller Energie;Nominal;Input;8;Right;F18;F18
W2_Q36A1;425;Zuhause verlassen: Arbeit;Nominal;Input;8;Right;F18;F18
W2_Q36A2;426;Zuhause verlassen: Sport;Nominal;Input;8;Right;F18;F18
W2_Q36A3;427;Zuhause verlassen: Freunde oder Verwandte treffen;Nominal;Input;8;Right;F18;F18
W2_Q36A4;428;Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe;Nominal;Input;8;Right;F18;F18
W2_Q36A5;429;Zuhause verlassen: Essen einkaufen;Nominal;Input;8;Right;F18;F18
W2_Q36A6;430;Zuhause verlassen: Haustier ausfuehren;Nominal;Input;8;Right;F18;F18
W2_Q36A7;431;Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen;Nominal;Input;8;Right;F18;F18
W2_Q36A8;432;Zuhause verlassen: Andere Gruende;Nominal;Input;8;Right;F18;F18
W2_Q37A1;433;Zeit: Medienkonsum (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q37A2;434;Zeit: Chatten/Telefonieren  (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q37A3;435;Zeit: Hobbys  (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q37A4;436;Zeit: Hausarbeit / Einkaufen  (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q37A5;437;Zeit: Pflege / Kinderbetreuung  (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q37A6;438;"Zeit: Bezahlte Arbeit (wenn Erwerbstaetigk. = erwerbstaetig; in Sek.)";Scale;Input;8;Right;F12;F12
W2_Q37A7;439;Zeit: Studium (wenn: Erwerbstaetigkeit = Studium)  (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q37A8;440;Zeit: Weiterbildung / Bewerbung (arbeitslos)  (in Sek.);Scale;Input;8;Right;F8;F8
W2_Q37A9;441;Zeit: Schlafen (inklusive normaler Nachtruhe)  (in Sek.);Scale;Input;8;Right;F12;F12
W2_Q38A1;442;Wie viele Oesterreicher denken: Geschaefte sollen geschlossen bleiben (Prozent);Scale;Input;8;Right;F8;F8
W2_Q38A2;443;Wie viele Oesterreicher denken: Menschen muessen Zuhause bleiben (Prozent);Scale;Input;8;Right;F8;F8
W2_Q38A3;444;Wie viele Oesterreicher denken: Nicht-Einhaltung sollte bestraft werden (Proz.);Scale;Input;8;Right;F8;F8
W2_Q39A1;445;Chance: Zusammenhalt hat sich erhoeht;Nominal;Input;8;Right;F27;F27
W2_Q39A2;446;Chance: Gut fuer Umwelt und Klima;Nominal;Input;8;Right;F27;F27
W2_Q40A1;447;Vertrauen: ORF;Nominal;Input;8;Right;F29;F29
W2_Q40A2;448;Vertrauen: Polizei;Nominal;Input;8;Right;F29;F29
W2_Q40A3;449;Vertrauen: Parlament;Nominal;Input;8;Right;F29;F29
W2_Q40A4;450;Vertrauen: Gesundheitswesen;Nominal;Input;8;Right;F29;F29
W2_Q40A5;451;Vertrauen: Bundesregierung;Nominal;Input;8;Right;F29;F29
W2_Q40A6;452;Vertrauen: Bundesheer;Nominal;Input;8;Right;F29;F29
W2_Q41A1;453;Ueberwachung: per Video ueberwachen;Nominal;Input;8;Right;F40;F40
W2_Q41A2;454;Ueberwachung: Informationen sammeln ohne Wissen;Nominal;Input;8;Right;F40;F40
W2_Q41A3;455;Ueberwachung: per Handyortung aufspueren;Nominal;Input;8;Right;F40;F40
W2_Q41A4;456;Ueberwachung: behoerdliche Schliessung;Nominal;Input;8;Right;F40;F40
W2_Q41A5;457;Ueberwachung: Ausgangssperren;Nominal;Input;8;Right;F40;F40
W2_Q41A6;458;Ueberwachung: Nicht-Einhaltung bestrafen;Nominal;Input;8;Right;F40;F40
W2_Q41A7;459;Ueberwachung: App;Nominal;Input;8;Right;F40;F40
W2_Q42;460;Demokratiezufriedenheit: Oesterreich;Nominal;Input;8;Right;F20;F20
W2_Q43A1;461;Politische Entscheidungen: Experten sollten entscheiden;Nominal;Input;8;Right;F27;F27
W2_Q43A2;462;Politische Entscheidungen: Massnahmen obwohl Mehrheit dagegen;Nominal;Input;8;Right;F27;F27
W2_Q43A3;463;Politische Entscheidungen: Entscheidungen Folge leisten;Nominal;Input;8;Right;F27;F27
W2_Q43A4;464;Politische Entscheidungen: Gesundheit hat Vorrang vor Wirtschaft;Nominal;Input;8;Right;F27;F27
W2_Q43A5;465;Politische Entscheidungen: Vorbereitungen noetig auch wenn hohe Kosten;Nominal;Input;8;Right;F27;F27
W2_Q43A6;466;Politische Entscheidungen: Unternehmen staerken anstatt Arbeitnehmer;Nominal;Input;8;Right;F27;F27
W2_Q44A1;467;Aussage: Akzeptabel hoehere Steuern zu zahlen;Nominal;Input;8;Right;F27;F27
W2_Q44A2;468;Aussage: Lebensweise aendern;Nominal;Input;8;Right;F27;F27
W2_Q44A3;469;Aussage: Wichtigeres als Corona im Leben;Nominal;Input;8;Right;F27;F27
W2_Q44A4;470;Aussage: Behauptungen ueber Corona uebertrieben;Nominal;Input;8;Right;F27;F27
W2_Q44A5;471;Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung;Nominal;Input;8;Right;F27;F27
W2_Q45;472;Zufriedenheit Bundesregierung: Bilanz;Nominal;Input;8;Right;F20;F20
W2_Q46A1;473;Emotion politische Lage: zuversichtlich;Nominal;Input;8;Right;F20;F20
W2_Q46A2;474;Emotion politische Lage: besorgt;Nominal;Input;8;Right;F20;F20
W2_Q46A3;475;Emotion politische Lage: veraergert;Nominal;Input;8;Right;F20;F20
W2_Q46A4;476;Emotion politische Lage: aengstlich;Nominal;Input;8;Right;F20;F20
W2_Q46A5;477;Emotion politische Lage: hoffnungsvoll;Nominal;Input;8;Right;F20;F20
W2_Q46A6;478;Emotion politische Lage: wuetend;Nominal;Input;8;Right;F20;F20
W2_Q46A7;479;Emotion politische Lage: nervoes;Nominal;Input;8;Right;F20;F20
W2_Q47A1;480;Informationen an Staat: riskant;Nominal;Input;8;Right;F27;F27
W2_Q47A2;481;Informationen an Staat: vorteilhalft;Nominal;Input;8;Right;F27;F27
W2_Q48A1;482;EU: Hoehere Mitgliedsbeitraege in Ordnung;Nominal;Input;8;Right;F27;F27
W2_Q48A2;483;EU: Grenzkontrollen dauerhaft noetig;Nominal;Input;8;Right;F27;F27
W2_Q48A3;484;EU: Krisen staerker zentral steuern;Nominal;Input;8;Right;F27;F27
W2_Q48A4;485;EU: Ausfuhrstopp durch Oesterreich fuer notwendige Gueter;Nominal;Input;8;Right;F27;F27
W2_Q48A5;486;EU: Ausfuhrstopp durch andere Mitgliedslaender fuer notwendige Gueter;Nominal;Input;8;Right;F27;F27
W2_Q49;487;Referendum EU-Mitgliedschaft;Nominal;Input;8;Right;F35;F35
W2_Q50;488;Links-Rechts-Selbsteinstufung;Nominal;Input;8;Right;F12;F12
W2_Q52A1;489;Arbeitsstunden: Jetzt pro Woche;Scale;Input;8;Right;F8;F8
W2_Q56A1;490;Aenderung berufliche Situation: Home-Office;Nominal;Input;8;Right;F13;F13
W2_Q56A2;491;Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub;Nominal;Input;8;Right;F13;F13
W2_Q56A3;492;Aenderung berufliche Situation: Kuendigung;Nominal;Input;8;Right;F13;F13
W2_Q56A4;493;Aenderung berufliche Situation: Stundenaufstockung;Nominal;Input;8;Right;F13;F13
W2_Q56A5;494;Aenderung berufliche Situation: Kurzarbeit;Nominal;Input;8;Right;F13;F13
W2_Q56A6;495;Aenderung berufliche Situation: Arbeitslosenunterstuetzung;Nominal;Input;8;Right;F13;F13
W2_Q56A7;496;Aenderung berufliche Situation: Geld aus Haertefonds;Nominal;Input;8;Right;F13;F13
W2_Q56A8;497;Aenderung berufliche Situation: aws-Kredit;Nominal;Input;8;Right;F13;F13
W2_Q56A9;498;Aenderung berufliche Situation: Sozialhilfe;Nominal;Input;8;Right;F13;F13
W2_Q56A10;499;Aenderung berufliche Situation: keine Arbeit und keine staatliche Unterstuetzung;Nominal;Input;8;Right;F13;F13
W2_Q56A11;500;Aenderung berufliche Situation: keine der genannten Aspekte;Nominal;Input;8;Right;F13;F13
W2_Q56A12;501;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W2_Q61;502;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W2_Q62A1;503;Auszahlung Unterstuetzung: unbuerokratisch, rechtzeitig (Kurzarbeit,etc.);Nominal;Input;8;Right;F27;F27
W2_Q63A1;504;Auszahlung Unterstuetzung: unbuerokratisch und schnell;Nominal;Input;8;Right;F27;F27
W2_Q64A1;505;Finanzielles Auskommen: im Vergleich zu letzter Woche;Nominal;Input;8;Right;F20;F20
W2_Q64A2;506;Finanzielles Auskommen: im Vergleich zu naechster Woche;Nominal;Input;8;Right;F20;F20
W2_Q65;507;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
W2_Q66A1;508;Verfuegbarkeit: Lebensmittel;Nominal;Input;8;Right;F25;F25
W2_Q66A2;509;Verfuegbarkeit: Medikamente;Nominal;Input;8;Right;F25;F25
W2_Q66A3;510;Verfuegbarkeit: Mund-Nasen-Schutzmasken;Nominal;Input;8;Right;F25;F25
W2_Q67A1;511;Wahrscheinlichkeit: Wieder Arbeit zu finden;Scale;Input;8;Right;F8;F8
W2_Q68A1;512;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W2_Q69A1;513;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W2_Q70A1;514;Mediennutzung: Kronen Zeitung oder www.krone.at;Nominal;Input;8;Right;F25;F25
W2_Q70A2;515;Mediennutzung: Der Standard oder derstandard.at;Nominal;Input;8;Right;F25;F25
W2_Q70A3;516;Mediennutzung: Die Presse oder diepresse.com;Nominal;Input;8;Right;F25;F25
W2_Q70A4;517;Mediennutzung: Oesterreich oder oe24.at;Nominal;Input;8;Right;F25;F25
W2_Q70A5;518;Mediennutzung: Kurier oder kurier.at;Nominal;Input;8;Right;F25;F25
W2_Q70A6;519;Mediennutzung: Salzburger Nachrichten oder salzburg.at;Nominal;Input;8;Right;F25;F25
W2_Q70A7;520;Mediennutzung: Sonstige oesterreichische Tageszeitungen;Nominal;Input;8;Right;F25;F25
W2_Q71A1;521;Mediennutzung: ORF (Nachrichten);Nominal;Input;8;Right;F25;F25
W2_Q71A2;522;Mediennutzung: Privatfernsehen (Nachrichten);Nominal;Input;8;Right;F25;F25
W2_Q72A1;523;Soziale Medien: Facebook;Nominal;Input;8;Right;F25;F25
W2_Q72A2;524;Soziale Medien: Twitter;Nominal;Input;8;Right;F25;F25
W2_Q72A3;525;Soziale Medien: Instagram;Nominal;Input;8;Right;F25;F25
W2_Q72A4;526;Soziale Medien: Youtube;Nominal;Input;8;Right;F25;F25
W2_Q72A5;527;Soziale Medien: WhatsApp;Nominal;Input;8;Right;F25;F25
W2_Q73A1;528;Soziale Medien Aktivitaet: Postings zu Corona anderer lesen;Nominal;Input;8;Right;F25;F25
W2_Q73A2;529;Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten;Nominal;Input;8;Right;F25;F25
W2_Q73A3;530;Soziale Medien Aktivitaet: selber Postings zu Corona verfassen;Nominal;Input;8;Right;F25;F25
