variable,value,Label
W1_Q30A1,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A1,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A1,88,Weiss nicht
W1_Q30A2,Variable Label,Ueberwachung: Informationen sammeln ohne Wissen
W1_Q30A2,1,1 = Sollte definitiv das Recht dazu haben
W1_Q30A2,2,2 = Sollte vermutlich das Recht dazu haben
W1_Q30A2,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A2,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A2,88,Weiss nicht
W1_Q30A3,Variable Label,Ueberwachung: per Handyortung aufspueren
W1_Q30A3,1,1 = Sollte definitiv das Recht dazu haben
W1_Q30A3,2,2 = Sollte vermutlich das Recht dazu haben
W1_Q30A3,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A3,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A3,88,Weiss nicht
W1_Q30A4,Variable Label,Ueberwachung: behoerdliche Schliessung
W1_Q30A4,1,1 = Sollte definitiv das Recht dazu haben
W1_Q30A4,2,2 = Sollte vermutlich das Recht dazu haben
W1_Q30A4,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A4,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A4,88,Weiss nicht
W1_Q30A5,Variable Label,Ueberwachung: Ausgangssperren
W1_Q30A5,1,1 = Sollte definitiv das Recht dazu haben
W1_Q30A5,2,2 = Sollte vermutlich das Recht dazu haben
W1_Q30A5,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A5,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A5,88,Weiss nicht
W1_Q30A6,Variable Label,Ueberwachung: Nicht-Einhaltung bestrafen
W1_Q30A6,1,1 = Sollte definitiv das Recht dazu haben
W1_Q30A6,2,2 = Sollte vermutlich das Recht dazu haben
W1_Q30A6,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A6,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A6,88,Weiss nicht
W1_Q30A7,Variable Label,Ueberwachung: App
W1_Q30A7,1,1 = Sollte definitiv das Recht dazu haben
W1_Q30A7,2,2 = Sollte vermutlich das Recht dazu haben
W1_Q30A7,3,3 = Sollte vermutlich nicht das Recht dazu haben
W1_Q30A7,4,4 = Sollte definitiv nicht das Recht dazu haben
W1_Q30A7,88,Weiss nicht
W1_Q31,Variable Label,Demokratiezufriedenheit: Oesterreich
W1_Q31,1,1 = Sehr zufrieden
W1_Q31,2,2 = Eher zufrieden
W1_Q31,3,3 = Teils-teils
W1_Q31,4,4 = Eher unzufrieden
W1_Q31,5,5 = Sehr unzufrieden
W1_Q31,88,Weiss nicht
W1_Q31,99,keine Angabe
W1_Q32A1,Variable Label,Politische Entscheidungen: Experten sollten entscheiden
W1_Q32A1,1,1 = Trifft voll und ganz zu
W1_Q32A1,2,2 = Trifft eher zu
W1_Q32A1,3,3 = Teils-teils
W1_Q32A1,4,4 = Trifft eher nicht zu
W1_Q32A1,5,5 = Trifft gar nicht zu
W1_Q32A1,88,Weiss nicht
W1_Q32A1,99,keine Angabe
W1_Q32A2,Variable Label,Politische Entscheidungen: Massnahmen obwohl Mehrheit dagegen
W1_Q32A2,1,1 = Trifft voll und ganz zu
W1_Q32A2,2,2 = Trifft eher zu
W1_Q32A2,3,3 = Teils-teils
W1_Q32A2,4,4 = Trifft eher nicht zu
W1_Q32A2,5,5 = Trifft gar nicht zu
W1_Q32A2,88,Weiss nicht
W1_Q32A2,99,keine Angabe
W1_Q32A3,Variable Label,Politische Entscheidungen: Entscheidungen Folge leisten
W1_Q32A3,1,1 = Trifft voll und ganz zu
W1_Q32A3,2,2 = Trifft eher zu
W1_Q32A3,3,3 = Teils-teils
W1_Q32A3,4,4 = Trifft eher nicht zu
W1_Q32A3,5,5 = Trifft gar nicht zu
W1_Q32A3,88,Weiss nicht
W1_Q32A3,99,keine Angabe
W1_Q32A4,Variable Label,Politische Entscheidungen: Gesundheit hat Vorrang vor Wirtschaft
W1_Q32A4,1,1 = Trifft voll und ganz zu
W1_Q32A4,2,2 = Trifft eher zu
W1_Q32A4,3,3 = Teils-teils
W1_Q32A4,4,4 = Trifft eher nicht zu
W1_Q32A4,5,5 = Trifft gar nicht zu
W1_Q32A4,88,Weiss nicht
W1_Q32A4,99,keine Angabe
W1_Q32A5,Variable Label,Politische Entscheidungen: Vorbereitungen noetig auch wenn hohe Kosten
W1_Q32A5,1,1 = Trifft voll und ganz zu
W1_Q32A5,2,2 = Trifft eher zu
W1_Q32A5,3,3 = Teils-teils
W1_Q32A5,4,4 = Trifft eher nicht zu
W1_Q32A5,5,5 = Trifft gar nicht zu
W1_Q32A5,88,Weiss nicht
W1_Q32A5,99,keine Angabe
W1_Q32A6,Variable Label,Politische Entscheidungen: Unternehmen staerken anstatt Arbeitnehmer
W1_Q32A6,1,1 = Trifft voll und ganz zu
W1_Q32A6,2,2 = Trifft eher zu
W1_Q32A6,3,3 = Teils-teils
W1_Q32A6,4,4 = Trifft eher nicht zu
W1_Q32A6,5,5 = Trifft gar nicht zu
W1_Q32A6,88,Weiss nicht
W1_Q32A6,99,keine Angabe
W1_Q33A1,Variable Label,Aussage: Akzeptabel hoehere Steuern zu zahlen
W1_Q33A1,1,1 = Trifft voll und ganz zu
W1_Q33A1,2,2 = Trifft eher zu
W1_Q33A1,3,3 = Teils-teils
W1_Q33A1,4,4 = Trifft eher nicht zu
W1_Q33A1,5,5 = Trifft gar nicht zu
W1_Q33A1,88,Weiss nicht
W1_Q33A1,99,keine Angabe
W1_Q33A2,Variable Label,Aussage: Lebensweise aendern
W1_Q33A2,1,1 = Trifft voll und ganz zu
W1_Q33A2,2,2 = Trifft eher zu
W1_Q33A2,3,3 = Teils-teils
W1_Q33A2,4,4 = Trifft eher nicht zu
W1_Q33A2,5,5 = Trifft gar nicht zu
W1_Q33A2,88,Weiss nicht
W1_Q33A2,99,keine Angabe
W1_Q33A3,Variable Label,Aussage: Wichtigeres als Corona im Leben
W1_Q33A3,1,1 = Trifft voll und ganz zu
W1_Q33A3,2,2 = Trifft eher zu
W1_Q33A3,3,3 = Teils-teils
W1_Q33A3,4,4 = Trifft eher nicht zu
W1_Q33A3,5,5 = Trifft gar nicht zu
W1_Q33A3,88,Weiss nicht
W1_Q33A3,99,keine Angabe
W1_Q33A4,Variable Label,Aussage: Behauptungen ueber Corona uebertrieben
W1_Q33A4,1,1 = Trifft voll und ganz zu
W1_Q33A4,2,2 = Trifft eher zu
W1_Q33A4,3,3 = Teils-teils
W1_Q33A4,4,4 = Trifft eher nicht zu
W1_Q33A4,5,5 = Trifft gar nicht zu
W1_Q33A4,88,Weiss nicht
W1_Q33A4,99,keine Angabe
W1_Q33A5,Variable Label,Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung
W1_Q33A5,1,1 = Trifft voll und ganz zu
W1_Q33A5,2,2 = Trifft eher zu
W1_Q33A5,3,3 = Teils-teils
W1_Q33A5,4,4 = Trifft eher nicht zu
W1_Q33A5,5,5 = Trifft gar nicht zu
W1_Q33A5,88,Weiss nicht
W1_Q33A5,99,keine Angabe
W1_Q34,Variable Label,Zufriedenheit Bundesregierung: Bilanz
W1_Q34,1,1 = Sehr zufrieden
W1_Q34,2,2 = Eher zufrieden
W1_Q34,3,3 = Teils-teils
W1_Q34,4,4 = Eher unzufrieden
W1_Q34,5,5 = Sehr unzufrieden
W1_Q34,88,Weiss nicht
W1_Q34,99,keine Angabe
W1_Q36A1,Variable Label,Arbeitsstunden: Jetzt pro Woche
W1_Q36A1,80,>=80
W1_Q40A1,Variable Label,Aenderung berufliche Situation: Home-Office
W1_Q40A1,0,Nicht genannt
W1_Q40A1,1,Genannt
W1_Q40A10,Variable Label,Aenderung berufliche Situation: keine Aenderung
W1_Q40A10,0,Nicht genannt
W1_Q40A10,1,Genannt
W1_Q40A11,Variable Label,Aenderung berufliche Situation: keine Angabe
W1_Q40A11,0,Nicht genannt
W1_Q40A11,99,Genannt
W1_Q40A12,Variable Label,"Aenderung berufliche Situation: Sonstiges (inkl. Kat. 6, 8, 9)"
W1_Q40A12,0,Nicht genannt
W1_Q40A12,1,Genannt
W1_Q40A2,Variable Label,Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub
W1_Q40A2,0,Nicht genannt
W1_Q40A2,1,Genannt
W1_Q40A3,Variable Label,Aenderung berufliche Situation: Kuendigung
W1_Q40A3,0,Nicht genannt
W1_Q40A3,1,Genannt
W1_Q40A4,Variable Label,Aenderung berufliche Situation: Stundenaufstockung
W1_Q40A4,0,Nicht genannt
W1_Q40A4,1,Genannt
W1_Q40A5,Variable Label,Aenderung berufliche Situation: Kurzarbeit
W1_Q40A5,0,Nicht genannt
W1_Q40A5,1,Genannt
W1_Q40A7,Variable Label,Aenderung berufliche Situation: Geld aus Haertefonds
W1_Q40A7,0,Nicht genannt
W1_Q40A7,1,Genannt
W1_Q45,Variable Label,Aktuelles Haushaltseinkommen
W1_Q45,1,weniger als 1.100 Euro
W1_Q45,2,1.100 bis unter 1.500 Euro
W1_Q45,3,1.500 bis unter 1.800 Euro
W1_Q45,4,1.800 bis unter 2.200 Euro
W1_Q45,5,2.200 bis unter 2.700 Euro
W1_Q45,6,2.700 bis unter 3.100 Euro
W1_Q45,7,3.100 bis unter 3.700 Euro
W1_Q45,8,3.700 bis unter 4.300 Euro
W1_Q45,9,4.300 bis unter 5.500 Euro
W1_Q45,10,5.500 Euro und mehr
W1_Q45,99,keine Angabe
W1_Q46A1,Variable Label,"Auszahlung Unterstuetzung: unbuerokratisch, rechtzeitig (Kurzarbeit,etc.)"
W1_Q46A1,1,1 = Trifft voll und ganz zu
W1_Q46A1,2,2 = Trifft eher zu
W1_Q46A1,3,3 = Teils-teils
W1_Q46A1,4,4 = Trifft eher nicht zu
W1_Q46A1,5,5 = Trifft gar nicht zu
W1_Q46A1,88,Weiss nicht
W1_Q46A1,99,keine Angabe
W1_Q47A1,Variable Label,Auszahlung Unterstuetzung: unbuerokratisch und schnell
W1_Q47A1,1,1 = Trifft voll und ganz zu
W1_Q47A1,2,2 = Trifft eher zu
W1_Q47A1,3,3 = Teils-teils
W1_Q47A1,4,4 = Trifft eher nicht zu
W1_Q47A1,5,5 = Trifft gar nicht zu
W1_Q47A1,88,Weiss nicht
W1_Q47A1,99,keine Angabe
W1_Q48A1,Variable Label,Finanzielles Auskommen: im Vergleich zu letzter Woche
W1_Q48A1,1,1 = Viel besser
W1_Q48A1,2,2 = Etwas besser
W1_Q48A1,3,3 = Gleich bleibend
W1_Q48A1,4,4 = Etwas schlechter
W1_Q48A1,5,5 = Viel schlechter
W1_Q48A1,88,Weiss nicht
W1_Q48A1,99,keine Angabe
W1_Q48A2,Variable Label,Finanzielles Auskommen: im Vergleich zu naechster Woche
W1_Q48A2,1,1 = Viel besser
W1_Q48A2,2,2 = Etwas besser
W1_Q48A2,3,3 = Gleich bleibend
W1_Q48A2,4,4 = Etwas schlechter
W1_Q48A2,5,5 = Viel schlechter
W1_Q48A2,88,Weiss nicht
W1_Q48A2,99,keine Angabe
W1_Q49,Variable Label,Haushaltsgegenstaende: Gute Zeit zu kaufen
W1_Q49,1,1 = Sehr schlechter Zeitpunkt
W1_Q49,2,2 = Eher schlechter Zeitpunkt
W1_Q49,3,3 = Teils-teils
W1_Q49,4,4 = Eher guter Zeitpunkt
W1_Q49,5,5 = Sehr guter Zeitpunkt
W1_Q49,88,Weiss nicht
W1_Q50A1,Variable Label,Wahrscheinlichkeit: Wieder Arbeit zu finden
W1_Q51A1,Variable Label,Wahrscheinlichkeit: Job zu verlieren
W1_Q52A1,Variable Label,Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen
W1_Q53A1,Variable Label,Mediennutzung: Kronen Zeitung oder www.krone.at
W1_Q53A1,1,Mehrmals taeglich
W1_Q53A1,2,Einmal taeglich
W1_Q53A1,3,Mehrmals in der Woche
W1_Q53A1,4,Einmal in der Woche
W1_Q53A1,5,Gar nicht/nie
W1_Q53A1,88,Weiss nicht
W1_Q53A1,99,keine Angabe
W1_Q53A2,Variable Label,Mediennutzung: Der Standard oder derstandard.at
W1_Q53A2,1,Mehrmals taeglich
W1_Q53A2,2,Einmal taeglich
W1_Q53A2,3,Mehrmals in der Woche
W1_Q53A2,4,Einmal in der Woche
W1_Q53A2,5,Gar nicht/nie
W1_Q53A2,88,Weiss nicht
W1_Q53A2,99,keine Angabe
W1_Q53A3,Variable Label,Mediennutzung: Die Presse oder diepresse.com
W1_Q53A3,1,Mehrmals taeglich
W1_Q53A3,2,Einmal taeglich
W1_Q53A3,3,Mehrmals in der Woche
W1_Q53A3,4,Einmal in der Woche
W1_Q53A3,5,Gar nicht/nie
W1_Q53A3,88,Weiss nicht
W1_Q53A3,99,keine Angabe
W1_Q53A4,Variable Label,Mediennutzung: Oesterreich oder oe24.at
W1_Q53A4,1,Mehrmals taeglich
W1_Q53A4,2,Einmal taeglich
W1_Q53A4,3,Mehrmals in der Woche
W1_Q53A4,4,Einmal in der Woche
W1_Q53A4,5,Gar nicht/nie
W1_Q53A4,88,Weiss nicht
W1_Q53A4,99,keine Angabe
W1_Q53A5,Variable Label,Mediennutzung: Kurier oder kurier.at
W1_Q53A5,1,Mehrmals taeglich
W1_Q53A5,2,Einmal taeglich
W1_Q53A5,3,Mehrmals in der Woche
W1_Q53A5,4,Einmal in der Woche
W1_Q53A5,5,Gar nicht/nie
W1_Q53A5,88,Weiss nicht
W1_Q53A5,99,keine Angabe
W1_Q53A6,Variable Label,Mediennutzung: Salzburger Nachrichten oder salzburg.at
W1_Q53A6,1,Mehrmals taeglich
W1_Q53A6,2,Einmal taeglich
W1_Q53A6,3,Mehrmals in der Woche
W1_Q53A6,4,Einmal in der Woche
W1_Q53A6,5,Gar nicht/nie
W1_Q53A6,88,Weiss nicht
W1_Q53A6,99,keine Angabe
W1_Q53A7,Variable Label,Mediennutzung: Sonstige oesterreichische Tageszeitungen
W1_Q53A7,1,Mehrmals taeglich
W1_Q53A7,2,Einmal taeglich
W1_Q53A7,3,Mehrmals in der Woche
W1_Q53A7,4,Einmal in der Woche
W1_Q53A7,5,Gar nicht/nie
W1_Q53A7,88,Weiss nicht
W1_Q53A7,99,keine Angabe
W1_Q54A1,Variable Label,Mediennutzung: ORF (Nachrichten)
W1_Q54A1,1,Mehrmals taeglich
W1_Q54A1,2,Einmal taeglich
W1_Q54A1,3,Mehrmals in der Woche
W1_Q54A1,4,Einmal in der Woche
W1_Q54A1,5,Gar nicht/nie
W1_Q54A1,88,Weiss nicht
W1_Q54A1,99,keine Angabe
W1_Q54A2,Variable Label,Mediennutzung: Privatfernsehen (Nachrichten)
W1_Q54A2,1,Mehrmals taeglich
W1_Q54A2,2,Einmal taeglich
W1_Q54A2,3,Mehrmals in der Woche
W1_Q54A2,4,Einmal in der Woche
W1_Q54A2,5,Gar nicht/nie
W1_Q54A2,88,Weiss nicht
W1_Q54A2,99,keine Angabe
W1_Q55A1,Variable Label,Soziale Medien: Facebook
W1_Q55A1,1,Mehrmals taeglich
W1_Q55A1,2,Einmal taeglich
W1_Q55A1,3,Mehrmals in der Woche
W1_Q55A1,4,Einmal in der Woche
W1_Q55A1,5,Gar nicht/nie
W1_Q55A1,88,Weiss nicht
W1_Q55A1,99,keine Angabe
W1_Q55A2,Variable Label,Soziale Medien: Twitter
W1_Q55A2,1,Mehrmals taeglich
W1_Q55A2,2,Einmal taeglich
W1_Q55A2,3,Mehrmals in der Woche
W1_Q55A2,4,Einmal in der Woche
W1_Q55A2,5,Gar nicht/nie
W1_Q55A2,88,Weiss nicht
W1_Q55A2,99,keine Angabe
W1_Q55A3,Variable Label,Soziale Medien: Instagram
W1_Q55A3,1,Mehrmals taeglich
W1_Q55A3,2,Einmal taeglich
W1_Q55A3,3,Mehrmals in der Woche
W1_Q55A3,4,Einmal in der Woche
W1_Q55A3,5,Gar nicht/nie
W1_Q55A3,88,Weiss nicht
W1_Q55A3,99,keine Angabe
W1_Q55A4,Variable Label,Soziale Medien: Youtube
W1_Q55A4,1,Mehrmals taeglich
W1_Q55A4,2,Einmal taeglich
W1_Q55A4,3,Mehrmals in der Woche
W1_Q55A4,4,Einmal in der Woche
W1_Q55A4,5,Gar nicht/nie
W1_Q55A4,88,Weiss nicht
W1_Q55A4,99,keine Angabe
W1_Q55A5,Variable Label,Soziale Medien: WhatsApp
W1_Q55A5,1,Mehrmals taeglich
W1_Q55A5,2,Einmal taeglich
W1_Q55A5,3,Mehrmals in der Woche
W1_Q55A5,4,Einmal in der Woche
W1_Q55A5,5,Gar nicht/nie
W1_Q55A5,88,Weiss nicht
W1_Q55A5,99,keine Angabe
W1_Q56A1,Variable Label,Soziale Medien Aktivitaet: Postings zu Corona anderer lesen
W1_Q56A1,1,Mehrmals taeglich
W1_Q56A1,2,Einmal taeglich
W1_Q56A1,3,Mehrmals in der Woche
W1_Q56A1,4,Einmal in der Woche
W1_Q56A1,5,Gar nicht/nie
W1_Q56A1,88,Weiss nicht
W1_Q56A1,99,keine Angabe
W1_Q56A2,Variable Label,"Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten"
W1_Q56A2,1,Mehrmals taeglich
W1_Q56A2,2,Einmal taeglich
W1_Q56A2,3,Mehrmals in der Woche
W1_Q56A2,4,Einmal in der Woche
W1_Q56A2,5,Gar nicht/nie
W1_Q56A2,88,Weiss nicht
W1_Q56A2,99,keine Angabe
W1_Q56A3,Variable Label,Soziale Medien Aktivitaet: selber Postings zu Corona verfassen
W1_Q56A3,1,Mehrmals taeglich
W1_Q56A3,2,Einmal taeglich
W1_Q56A3,3,Mehrmals in der Woche
W1_Q56A3,4,Einmal in der Woche
W1_Q56A3,5,Gar nicht/nie
W1_Q56A3,88,Weiss nicht
W1_Q56A3,99,keine Angabe
W1_Q57,Variable Label,Risikobereitschaft
W1_Q57,0,0 = gar nicht bereit
W1_Q57,1,1
W1_Q57,2,2
W1_Q57,3,3
W1_Q57,4,4
W1_Q57,5,5
W1_Q57,6,6
W1_Q57,7,7
W1_Q57,8,8
W1_Q57,9,9
W1_Q57,10,10 = sehr bereit
W1_Q57,88,Weiss nicht
W1_Q58A1,Variable Label,Psychologie: habe Leben selbst in der Hand
W1_Q58A1,1,1 = Trifft voll und ganz zu
W1_Q58A1,2,2 = Trifft etwas zu
W1_Q58A1,3,3 = Trifft wenig zu
W1_Q58A1,4,4 = Trifft nicht zu
W1_Q58A1,88,Weiss nicht
W1_Q58A1,99,keine Angabe
W1_Q58A2,Variable Label,Psychologie: Belohnung durch Anstrengung
W1_Q58A2,1,1 = Trifft voll und ganz zu
W1_Q58A2,2,2 = Trifft etwas zu
W1_Q58A2,3,3 = Trifft wenig zu
W1_Q58A2,4,4 = Trifft nicht zu
W1_Q58A2,88,Weiss nicht
W1_Q58A2,99,keine Angabe
W1_Q58A3,Variable Label,Psychologie: Fremdbestimmung
W1_Q58A3,1,1 = Trifft voll und ganz zu
W1_Q58A3,2,2 = Trifft etwas zu
W1_Q58A3,3,3 = Trifft wenig zu
W1_Q58A3,4,4 = Trifft nicht zu
W1_Q58A3,88,Weiss nicht
W1_Q58A3,99,keine Angabe
W1_Q58A4,Variable Label,Psychologie: Schicksal
W1_Q58A4,1,1 = Trifft voll und ganz zu
W1_Q58A4,2,2 = Trifft etwas zu
W1_Q58A4,3,3 = Trifft wenig zu
W1_Q58A4,4,4 = Trifft nicht zu
W1_Q58A4,88,Weiss nicht
W1_Q58A4,99,keine Angabe
W1_Q64,Variable Label,Lebenszufriedenheit
W1_Q64,0,0 = aeusserst unzufrieden
W1_Q64,1,1
W1_Q64,2,2
W1_Q64,3,3
W1_Q64,4,4
W1_Q64,5,5
W1_Q64,6,6
W1_Q64,7,7
W1_Q64,8,8
W1_Q64,9,9
W1_Q64,10,10 = aeusserst zufrieden
W1_Q64,88,Weiss nicht
W1_Q9A1,Variable Label,Gesundheitliche Gefahr: Fuer mich persoenlich
W1_Q9A1,1,1 = sehr gross
W1_Q9A1,2,2 = gross
W1_Q9A1,3,3 = mittelmaessig
W1_Q9A1,4,4 = klein
W1_Q9A1,5,5 = sehr klein
W1_Q9A1,99,keine Angabe
W1_Q9A2,Variable Label,Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung
W1_Q9A2,1,1 = sehr gross
W1_Q9A2,2,2 = gross
W1_Q9A2,3,3 = mittelmaessig
W1_Q9A2,4,4 = klein
W1_Q9A2,5,5 = sehr klein
W1_Q9A2,99,keine Angabe
W1_START_DATE,Variable Label,START DATE WAVE 1
W1_WEIGHTD,Variable Label,DEMOGRAPHIC WEIGHT WAVE 1
W1_WEIGHTP,Variable Label,DEMOGRAPHIC + POLITICAL WEIGHT WAVE 1
W10_END_DATE,Variable Label,END DATE WAVE 10
W10_INTDUR,Variable Label,INTERVIEW DURATION WAVE 10
W10_PANELIST,Variable Label,PANELIST WAVE 10
W10_Q10A1,Variable Label,Personen im Haushalt: Partner(in)
W10_Q10A1,0,Nicht genannt
W10_Q10A1,1,Genannt
W10_Q10A2,Variable Label,Personen im Haushalt: Kinder 0-14 Jahre
W10_Q10A2,0,Nicht genannt
W10_Q10A2,1,Genannt
W10_Q10A3,Variable Label,Personen im Haushalt: Kinder aelter 14 Jahre
W10_Q10A3,0,Nicht genannt
W10_Q10A3,1,Genannt
W10_Q10A4,Variable Label,Personen im Haushalt: keine der Genannten
W10_Q10A4,0,Nicht genannt
W10_Q10A4,1,Genannt
W10_Q11,Variable Label,Erwerbstaetigkeit aktuell
W10_Q11,1,"Unselbststaendig erwerbstaetig (auch Lehrling), Privatwirtschaft"
W10_Q11,2,"Unselbststaendig erwerbstaetig (auch Lehrling), Oeffentlicher Dienst"
W10_Q11,3,Selbststaendig erwerbstaetig
W10_Q11,4,Arbeitslos
W10_Q11,5,Pensionist*in
W10_Q11,6,Ausschliesslich haushaltsfuehrend
W10_Q11,7,"Schueler/in, Student/in, Bildungskarenz"
W10_Q11,8,Sonstiges (Dauerhaft arbeitsunfaehig oder Praesenz-/Zivildiener)
W10_Q11,10,In Elternkarenz
W10_Q11,99,Keine Angabe
W10_Q12A1,Variable Label,Gesundheitliche Gefahr: Fuer mich persoenlich
W10_Q12A1,1,1 = sehr gross
W10_Q12A1,2,2 = gross
W10_Q12A1,3,3 = mittelmaessig
W10_Q12A1,4,4 = klein
W10_Q12A1,5,5 = sehr klein
W10_Q12A1,99,keine Angabe
W10_Q12A2,Variable Label,Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung
W10_Q12A2,1,1 = sehr gross
W10_Q12A2,2,2 = gross
W10_Q12A2,3,3 = mittelmaessig
W10_Q12A2,4,4 = klein
W10_Q12A2,5,5 = sehr klein
W10_Q12A2,99,keine Angabe
W10_Q13A1,Variable Label,Wirtschaftliche Gefahr: Fuer mich persoenlich
W10_Q13A1,1,1 = sehr gross
W10_Q13A1,2,2 = gross
W10_Q13A1,3,3 = mittelmaessig
W10_Q13A1,4,4 = klein
W10_Q13A1,5,5 = sehr klein
W10_Q13A1,99,keine Angabe
W10_Q13A2,Variable Label,Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung
W10_Q13A2,1,1 = sehr gross
W10_Q13A2,2,2 = gross
W10_Q13A2,3,3 = mittelmaessig
W10_Q13A2,4,4 = klein
W10_Q13A2,5,5 = sehr klein
W10_Q13A2,99,keine Angabe
W10_Q14A1,Variable Label,Anzahl der Infizierten (amtlich)
W10_Q14A2,Variable Label,Anzahl der Infizierten (eigene Einschaetzung)
W10_Q15,Variable Label,Massnahmen der Regierung: Angemessenheit
W10_Q15,1,1 = ueberhaupt nicht ausreichend
W10_Q15,2,2 = eher nicht ausreichend
W10_Q15,3,3 = angemessen
W10_Q15,4,4 = eher zu stark
W10_Q15,5,5 = zu extrem
W10_Q15,88,Weiss nicht
W10_Q15,99,keine Angabe
W10_Q16,Variable Label,Massnahmen der Regierung: Effektivitaet
W10_Q16,1,1 = ueberhaupt nicht effektiv
W10_Q16,2,2 = eher nicht effektiv
W10_Q16,3,3 = teils effektiv
W10_Q16,4,4 = eher effektiv
W10_Q16,5,5 = sehr effektiv
W10_Q16,88,Weiss nicht
W10_Q16,99,keine Angabe
W10_Q17,Variable Label,Geschaetzte Dauer der Krise
W10_Q17,1,Weniger als 1 Monat
W10_Q17,2,1-2 Monate
W10_Q17,3,3-4 Monate
W10_Q17,4,5-6 Monate
W10_Q17,5,Mehr als 6 Monate
W10_Q17,88,Weiss nicht
W10_Q17,99,keine Angabe
W10_Q18,Variable Label,Geschaetzte Dauer der Krise: Mehr als 6 Monate
W10_Q18,1,6 Monate bis 1 Jahr
W10_Q18,2,1 bis 1.5 Jahre
W10_Q18,3,1.5 bis 2 Jahre
W10_Q18,4,2 bis 3 Jahre
W10_Q18,5,3 bis 5 Jahre
W10_Q18,6,Mehr als 5 Jahre
W10_Q18,88,Weiss nicht
W10_Q18,99,keine Angabe
W10_Q19A1,Variable Label,Massnahme: Einschraenkung von Kontakten ausserhalb des Haushalts
W10_Q19A1,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W10_Q19A1,2,2 = Massnahme sollte derzeit eher gelten
W10_Q19A1,3,3 = Massnahme sollte derzeit eher nicht gelten
W10_Q19A1,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W10_Q19A1,88,Weiss nicht
W10_Q19A1,99,keine Angabe
W10_Q19A10,Variable Label,Massnahme: Einschraenkung der Reisefreiheit
W10_Q19A10,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W10_Q19A10,2,2 = Massnahme sollte derzeit eher gelten
W10_Q19A10,3,3 = Massnahme sollte derzeit eher nicht gelten
W10_Q19A10,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W10_Q19A10,88,Weiss nicht
W10_Q19A10,99,keine Angabe
W10_Q19A11,Variable Label,Massnahme: Weitgehendes Betretungsverbot des oeffentlichen Raums
W10_Q19A11,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W10_Q19A11,2,2 = Massnahme sollte derzeit eher gelten
W10_Q19A11,3,3 = Massnahme sollte derzeit eher nicht gelten
W10_Q19A11,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W10_Q19A11,88,Weiss nicht
W10_Q19A11,99,keine Angabe
W10_Q19A12,Variable Label,Massnahme: Maskenpflicht in Geschaeften und oeffentlichen Verkehrsmitteln
W10_Q19A12,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W10_Q19A12,2,2 = Massnahme sollte derzeit eher gelten
W10_Q19A12,3,3 = Massnahme sollte derzeit eher nicht gelten
W10_Q19A12,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W10_Q19A12,88,Weiss nicht
W10_Q19A12,99,keine Angabe
W10_Q19A2,Variable Label,"Massnahme: Schliessung von Gaststaetten, Cafés, Bars und Restaurants"
W10_Q19A2,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W10_Q19A2,2,2 = Massnahme sollte derzeit eher gelten
W10_Q19A2,3,3 = Massnahme sollte derzeit eher nicht gelten
W10_Q19A2,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W10_Q19A2,88,Weiss nicht
W10_Q19A2,99,keine Angabe
W10_Q19A3,Variable Label,Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen
W10_Q19A3,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W10_Q19A3,2,2 = Massnahme sollte derzeit eher gelten
W10_Q19A3,3,3 = Massnahme sollte derzeit eher nicht gelten
W10_Q19A3,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W10_Q19A3,88,Weiss nicht
W10_Q19A3,99,keine Angabe
